Media Name;Date;Article Tittle;Article Media;Precise Quote;Link Article
;;;"People need to expect that the music of young artists shifts with their life experiences. Honestly, I would be concerned if Rodrigo, a full-grown woman, continued with the “cutesy, school-girl act.” Guts (2023) is a lyrically and musically superior album to Sour (2021), and most fans share this sentiment. I can concede that people are entitled to find her grunge attitude ""cringe,"" but I feel there's something much more nuanced behind this backlash. I believe some critics are not voicing what they truly mean: that a woman is growing up with confidence and autonomy, and to them, that feels unnatural.

Former Disney star Sabrina Carpenter has faced similar flack, with some online commenters voicing discontent over the silhouette and sensual choreography featured in her performances. While I can understand preferences, I cannot back the argument that Carpenter needs to be “cautious of children in her audience.” This woman markets her explicit music to an adult market, not to mention that many who watched her on Disney Channel are now themselves adults or late-teens; thus, she is not responsible for catering to a younger group in her concerts. ";;
;;;Compared to men, women often face disproportionate criticism for sexualizing themselves during performances (Usher, Chris Brown, and The Weeknd, who are equally provocative, receive half the judgment). Female artists already have it hard with this double standard, so when a young woman with an innocent image transitions to a more adult brand, this evolution has little chance of not being rejected. This unfortunate reality reinforces this uncomfortable, societal ideal that women need to stay as innocent —pure— teenage girls for the rest of their lives. ;;
Medium;25 September 2025;The Evolution of Y2K Fashion: From Millennial Fantasy to Gen Z Obsession;Fashion has always been cyclical, but few trends have made a comeback as powerful as Y2K. What began as a futuristic fantasy in the late 1990s has evolved into a cultural revival in the 2020s. The Y2K aesthetic has not only resurfaced it has transformed, reflecting shifting values, technology, and the rise of digital culture.;;https://medium.com/@kimyeon173/the-evolution-of-y2k-fashion-from-millennial-fantasy-to-gen-z-obsession-f6e4fbd3c22d
;;;"The Birth of Y2K Fashion (Late 1990s – Early 2000s)
Y2K fashion emerged at the cusp of a new millennium. With the internet booming, pop stars ruling MTV, and technology shaping the imagination, clothing became a direct reflection of the future people envisioned. Shiny fabrics, holographic textures, metallics, and space-inspired silhouettes were everywhere.

Iconic looks: low-rise jeans, baby tees, micro-mini skirts, velour tracksuits, butterfly clips, baguette bags, and rhinestones on everything.
Cultural drivers: Pop culture icons like Britney Spears, Christina Aguilera, and Paris Hilton popularized the aesthetic, while brands like Juicy Couture, Von Dutch, and Diesel defined it.
Mood: playful, experimental, and unapologetically glamorous.
It was fashion at the intersection of consumerism and technology bold, flashy, and futuristic.";;
;;;"The Decline (Mid 2000s – Early 2010s)
As the mid-2000s progressed, Y2K’s flashy optimism started to fade. The global recession and the rise of minimalist aesthetics led to a new fashion direction: muted palettes, skinny jeans, structured handbags, and tailored basics.

Fast fashion’s rise: H&M, Zara, and Forever 21 shifted focus to accessible minimalism rather than over-the-top glamour.
Cultural shift: Celebrities like the Olsen twins and Kate Moss introduced the “model-off-duty” aesthetic far from rhinestones and low-rises.
Mood: restrained, chic, and recession-conscious.
By the early 2010s, Y2K felt “outdated” and even cringeworthy, associated with tacky trends and excess.";;
;;;"The Revival (Late 2010s – 2020s)
With the rise of TikTok, Instagram aesthetics, and vintage thrifting, Y2K fashion began its comeback. Gen Z, who grew up seeing the 2000s through media rather than lived experience, rebranded the aesthetic as retro-cool.

Thrifted nostalgia: Vintage shopping made 2000s-era clothing more accessible while aligning with Gen Z’s values of sustainability.
Celebrities & influencers: Bella Hadid, Olivia Rodrigo, and Dua Lipa championed the revival, styling Y2K staples in modern ways.
Hybrid styling: Instead of pure replicas, Gen Z mixed Y2K pieces—like baby tees or low-rise jeans—with oversized blazers, streetwear, and sneakers.
What was once criticized as “tacky” became a playful rebellion against the clean, muted minimalism of the 2010s.";"The Revival (Late 2010s – 2020s)
With the rise of TikTok, Instagram aesthetics, and vintage thrifting, Y2K fashion began its comeback. Gen Z, who grew up seeing the 2000s through media rather than lived experience, rebranded the aesthetic as retro-cool.

Thrifted nostalgia: Vintage shopping made 2000s-era clothing more accessible while aligning with Gen Z’s values of sustainability.
Celebrities & influencers: Bella Hadid, Olivia Rodrigo, and Dua Lipa championed the revival, styling Y2K staples in modern ways.
Hybrid styling: Instead of pure replicas, Gen Z mixed Y2K pieces—like baby tees or low-rise jeans—with oversized blazers, streetwear, and sneakers.
What was once criticized as “tacky” became a playful rebellion against the clean, muted minimalism of the 2010s.";
;;;"The Modern Evolution (Now)
Today’s Y2K fashion is not a copy-paste of the early 2000s but an evolution shaped by Gen Z’s creativity and digital culture.

Personalization: From DIY rhinestones to mixing Y2K with grunge or high fashion, individuality defines the revival.
Inclusivity: Unlike the 2000s, which often idolized thin, white bodies, today’s Y2K is more body-positive and diverse.
Tech & aesthetics: Online aesthetics like “cyber Y2K” and “soft Y2K” allow people to tailor the trend to their digital identities.";;
;;;"Why Y2K Keeps Evolving
Y2K fashion thrives because it’s more than clothes—it’s a cultural symbol. It represents optimism, experimentation, and nostalgia, constantly reshaped by new generations. As long as digital culture drives style, Y2K will continue to evolve, not as a static trend, but as a living, breathing aesthetic.  ? In short: From its flashy millennial origins to its Gen Z rebirth, Y2K fashion has proven that no trend truly dies it just waits for the next generation to remix it.";"Why Y2K Keeps Evolving
Y2K fashion thrives because it’s more than clothes—it’s a cultural symbol. It represents optimism, experimentation, and nostalgia, constantly reshaped by new generations. As long as digital culture drives style, Y2K will continue to evolve, not as a static trend, but as a living, breathing aesthetic.  ? In short: From its flashy millennial origins to its Gen Z rebirth, Y2K fashion has proven that no trend truly dies it just waits for the next generation to remix it.";
The Gryphon;22 Oktober 2024;Why Y2K? What’s so Fascinating About the Decade we Were Born in?;Anna explores the new phenomena of gen-z being obsessed with Y2K and where this might’ve come from.;;https://www.thegryphon.co.uk/2024/10/22/why-y2k-whats-so-fascinating-about-the-decade-we-were-born-in/
;;;"Gen Z is obsessed with the early 2000s. The music, the fashion, the TV shows; we can’t get enough. Take a walk around Leeds Hyde Park and the outfits will transport you straight back to 2003. Nearly all of my friends and my favourite shows (Gilmore Girls, Greys Anatomy, One Tree Hill etc) started in the 2000s. Noughties pop-punk sounds have been revived by artists like Olivia Rodrigo, and Songs like Unwritten by Natasha Bedingfield and Murder on the Dancefloor by Sophie Ellis Baxtor, have trended all summer long.

So, what is it about a time before we even came into being that draws us to it so much?

I think that a lot of Gen Z feel cheated out of a time before social media and smartphones. Although most of us can remember this time from when we were kids, many of the biggest social media platforms blew up in the early 2010s, thus catapulting our existence online.

Since then, echoes of the words “life was so much better before iPhones!” ring through our ears, as we enviously devour videos of gigs without one single phone in the air, everyone present in the same moment. I even get pangs of nostalgia when I see a digital camera photo from the 2000s, despite not knowing a single person in it. ";"Gen Z is obsessed with the early 2000s. The music, the fashion, the TV shows; we can’t get enough. Take a walk around Leeds Hyde Park and the outfits will transport you straight back to 2003. Nearly all of my friends and my favourite shows (Gilmore Girls, Greys Anatomy, One Tree Hill etc) started in the 2000s. Noughties pop-punk sounds have been revived by artists like Olivia Rodrigo, and Songs like Unwritten by Natasha Bedingfield and Murder on the Dancefloor by Sophie Ellis Baxtor, have trended all summer long.

So, what is it about a time before we even came into being that draws us to it so much?

I think that a lot of Gen Z feel cheated out of a time before social media and smartphones. Although most of us can remember this time from when we were kids, many of the biggest social media platforms blew up in the early 2010s, thus catapulting our existence online.

Since then, echoes of the words “life was so much better before iPhones!” ring through our ears, as we enviously devour videos of gigs without one single phone in the air, everyone present in the same moment. I even get pangs of nostalgia when I see a digital camera photo from the 2000s, despite not knowing a single person in it. ";
;;;"How can we have such an intense longing for a time that existed before our consciousness?

French philosopher Jacques Derrida developed the idea of ‘Hauntology’, suggesting that we as a society are haunted by the “ghosts” of lost futures, our nostalgia for the past actually a yearning for a time that will never be again. I think this feeling is heightened by the space-age, technology inspired aesthetic that defined the early 2000s, anticipating a shiny exciting future that never quite landed.

Granted, this might be slightly too philosophical a reason to explain why the girlies are enjoying a low-rise jeans and big sunglasses moment. However, I do think there’s something truly special about the era right before technology changed human connection and interaction forever.

The resurgence of noughties tech like flip phones and digital cameras is a good example of this pushback against the modern. Whether its just for the aesthetic or not, the simplicity of the enjoyment that this tech brings hasn’t gone unnoticed. Maybe we actually don’t actually want one device that can do everything for us, and instead crave a romanticised “uncomplicated” time before our own? Or maybe those pictures just look better on your Instagram.";"How can we have such an intense longing for a time that existed before our consciousness?

French philosopher Jacques Derrida developed the idea of ‘Hauntology’, suggesting that we as a society are haunted by the “ghosts” of lost futures, our nostalgia for the past actually a yearning for a time that will never be again. I think this feeling is heightened by the space-age, technology inspired aesthetic that defined the early 2000s, anticipating a shiny exciting future that never quite landed.

Granted, this might be slightly too philosophical a reason to explain why the girlies are enjoying a low-rise jeans and big sunglasses moment. However, I do think there’s something truly special about the era right before technology changed human connection and interaction forever.

The resurgence of noughties tech like flip phones and digital cameras is a good example of this pushback against the modern. Whether its just for the aesthetic or not, the simplicity of the enjoyment that this tech brings hasn’t gone unnoticed. Maybe we actually don’t actually want one device that can do everything for us, and instead crave a romanticised “uncomplicated” time before our own? Or maybe those pictures just look better on your Instagram.";
Young Hollywood;25 Mei 2025;"
Y2K Is Making a Trendy Return Thanks To Gen-Z!";You head out the door, rocking low-rise jeans, a baby tee with a bold statement, a trucker hat, or a velour sweatsuit. Nonetheless, your outfit understood the assignment and earned extra credit! Your phone is glued to your hip, ready to bump the latest banger when a call comes in. Cue the nostalgia, it's the iconic 2000s era! But, wait a minute, this looks way too familiar again. It’s now 2025, and you can rock the same fit, same hair, makeup, and accessories, and you are still serving looks, with 10s across the board. This is because the Y2K era is revived, and this time, Gen-Z is adding its own spin on it, using the media as an influence. ;You head out the door, rocking low-rise jeans, a baby tee with a bold statement, a trucker hat, or a velour sweatsuit. Nonetheless, your outfit understood the assignment and earned extra credit! Your phone is glued to your hip, ready to bump the latest banger when a call comes in. Cue the nostalgia, it's the iconic 2000s era! But, wait a minute, this looks way too familiar again. It’s now 2025, and you can rock the same fit, same hair, makeup, and accessories, and you are still serving looks, with 10s across the board. This is because the Y2K era is revived, and this time, Gen-Z is adding its own spin on it, using the media as an influence. ;https://younghollywood.com/scene/y2k-is-making-a-trendy-return-thanks-to-gen-z.html#start-0
;;;"Y2K fashion is no stranger to the media, from timeless looks on shows like MTV’s ""TRL"" to award shows such as the VMAs, The Grammys, Radio Music Awards, Academy Awards, Teen Choice Awards, and more. These events weren’t just to accept awards, these events were the perfect opportunity to display your best fashion sense and leave a remarkable impact on American culture. From Britney Spears to Destiny’s Child, just to name a few, 2000s fashion hit different in the most positive way imaginable. ";;
;;;These looks were so impactful that they are still talked about today, by word-of-mouth and in the media. Many iconic Y2K looks were and are still shared in magazines, news coverage, and now online. Similarly, in 2025, Gen-Z is displaying timeless looks through the media using social media platforms like Instagram and TikTok to dictate what’s hot and what’s not. On TikTok, viral dances are paired with Y2K fashion trends and create a new influential impact on nostalgia. Many viewers are inspired by how Y2K looks are being embodied by the youth who were not of age during that era yet making it effortlessly look as such. Displaying their fashion trends straight from their bedrooms, Von Dutch, Ed Hardy, True Religion, Juicy Couture, and New Balance are among the hottest out of their closet and on the web. Even the hottest retail stores and fashion brands are picking up on the Y2K comeback. ;These looks were so impactful that they are still talked about today, by word-of-mouth and in the media. Many iconic Y2K looks were and are still shared in magazines, news coverage, and now online. Similarly, in 2025, Gen-Z is displaying timeless looks through the media using social media platforms like Instagram and TikTok to dictate what’s hot and what’s not. On TikTok, viral dances are paired with Y2K fashion trends and create a new influential impact on nostalgia. Many viewers are inspired by how Y2K looks are being embodied by the youth who were not of age during that era yet making it effortlessly look as such. Displaying their fashion trends straight from their bedrooms, Von Dutch, Ed Hardy, True Religion, Juicy Couture, and New Balance are among the hottest out of their closet and on the web. Even the hottest retail stores and fashion brands are picking up on the Y2K comeback. ;
;;;"Retailers like Macy’s have started selling Von Dutch; Hot Topic has started selling Ed Hardy; and Urban Outfitters sells a variety of Y2K clothing, even dedicating a specific part of their website for Y2K and '90s outfits. There you can find baggy jeans, baby tees, sunglasses, bootcut jeans, cargo pants, and much more. Thrifting has also become very popular among Gen-Z as they search to find vintage pieces.";;
;;;"But that’s not all! Y2K Hair trends are back and better too; can’t leave that out. Butterfly clips are allowing fashionistas to get creative with their hair, adding color, art, and channeling their inner Lizzie McGuire. Celebrities like Millie Bobby Brown, Camila Cabello, and Olivia Rodrigo, who are all Gen-Z, have been spotted wearing butterfly clips online. Claw clips are also back, and this time not just for lazy hair days, but instead for a cute messy bun style or to add a specific aesthetic to their outfits. Spiky buns, crimped hair, flipped ends, and baby braids are also in and seem to be here to slay, oops, I mean stay.  ";;
;;;"The looks don’t stop at fashion and hair, though; beauty matters too! The memorable makeup, eyeshadow, eyebrows, shiny lip gloss, and body piercings are creeping back in. Gen-Z creators on Instagram and TikTok are recreating legendary Y2K makeup looks, incorporating a Bratz Doll aesthetic with lip liner, thin eyebrows, blush, and bold eye shadow. Having fun while also reviving trends has become a priority for many. Some creators are even taking it a step further and including their personal beliefs into their looks by specifically using makeup brands that align with their core values. ";;
;;;It wouldn’t be right if we didn’t speak on accessories that were popping in the Y2K era. What Gen-Z now calls “Hater Blockers” are essential to a Y2K look. Tinted Sunglasses, adding a playful energy to your look, are a fashion flex. In 2025, the youth are adding sunglasses to their look as a statement piece, often using sunglasses to show that their fit is a whole vibe. On TikTok, you can find many creators styling looks simply based on the energy that their “hater blockers” bring. Mini bags are also a fashion flex and a statement piece. Nowadays, Gen-Z doesn’t care how little the bag is or what may fit in it -- if it matches the overall aesthetic and serves a 10/10 look, that's all that matters.;;
;;;"Aren’t we forgetting something? Hint: Bling Bling! That's right, jewels. Jewelry, including name plate necklaces, rings, hoops, and bracelets, also adds flavor to the fit! Gen-Z is doubling up on the jewelry, and I am a perfect example of that. Layering necklaces, having rings on each finger, and custom earrings with my name on them is how I am incorporating my Y2K look daily. But, I am not alone; many of the youth are doing the same thing, creating a mood and aesthetic through their accessories. Accessories speak loud and clear and give off so much aura.";;
;;;Y2K looks aren’t going anywhere -- from baby tees, sunglasses, to butterfly clips, Y2K is serving main character energy, and Gen-Z is adding even more flavor. So next time you step outside, embrace your iconic 2000s era. It's not just a look, it's a lifestyle that Gen-Z has reinvented!;;
Rolling Stone;6 Maret 2024;Teen Angst Chic Is Back — What to Wear to Olivia Rodrigo’s ‘Guts’ World Tour;From pop-punk staples like loose ties and miniskirts, to Y2K butterfly clips and glitter, here's our guide on how to put together your fit before the concert;;https://www.rollingstone.com/product-recommendations/lifestyle/what-to-wear-olivia-rodrigo-guts-tour-1234981263/
;;;"Olivia Rodrigo is finally heading out on the road again to play her new album around the globe for the Guts world tour, which kicked off in Palm Springs on Feb. 23. Whether or not you’ve scored your tickets yet (which if you haven’t, you should get on that stat), if you’re planning on joining the crowd, pumping your fist and screaming “get him back!”, then the outfit-planning starts now.

Rodrigo released her second studio album Guts last fall, which served as a follow-up to her critically acclaimed first record, Sour. Full of punk-tinged bangers and heart-wrenching lyrics (“Only 19, but I fear they already got the best parts of me”), the pop-rock sensibilities that made the 21-year old’s album such a smash have found their way into the styles we’re already seeing from show-goers on tour.";;
;;;Even with just a few shows so far, the the #gutstour tag on TikTok has already surpassed over 500M views, and we’re already seeing wardrobe pieces like plaid pleated skirts, platform Doc Martens, and Y2K butterfly hair clips as core staples of the Guts tour “fit”. If you want to capture that Rodrigo style, lean into the early 2000s (think of those dElia*s catalogs references from her official merch store!). Not your style? Go for the softer, more refined TikTok trends we’ve seen Rodrigo rocking lately, such as coquette and rose appliqués. You could even pull from the limited-edition line of Olivia Rodrigo x Rolling Stone merch to celebrate her Rolling Stone cover (wink, wink).;;
;;;"Olivia Rodrigo ‘Guts’ Tour — What to Wear
To help you out, we’ve scoured through the internet and found the best Guts concert outfit ideas and head-turned looks inspired by Rodrigo herself, from sequin mini dresses to throwback denim handbags. Blow every bloodsucker in your section away and release your inner teen angst, because these are looks you’ll want to wear long after the concert is over.";;
;;;"All-American Bitch (Pretty in Purple)
With two albums under her belt, one thing about Rodrigo is obvious: the girl is in her purple era. Even if you won’t want to go full monochrome like we’ve seen some fans do, we recommend adding some violet or lavender accessories or single pieces as a reference to the Guts album. Whether it’s a mauve pleated miniskirt or purple Chuck Taylor high-tops, your Guts Tour outfit will fit right in (it never hurts to add a pop of color to your everyday wardrobe, anyways).";;
;;;"Ballad of a Homeschool Girl (Prep With An Edge)
While you may have felt like everything you did in high school was tragic, pull out the preppier side of your wardrobe for that anti-homeschool girl look, and be bold enough to stray into the pop punk side. Think Avril Lavigne meets uniform dress code with undone neckties, loafers, and plaid mini skirts for the Guts Tour this spring. These additions to your wardrobe will be perfect when autumn comes back around again, too.";;
;;;"Bad Idea, Right? (Pop-Punk Vibes)
If want to channel all the rage of missed teenage dreams, acne, and exes, go badass; we’re talking oversized graphic tees, Dr. Martens, ripped fishnets or baggy cargo pants. It’s a little rock & roll, a little punk, and it’ll be a great look for any other music festivals or concerts where you want to give off more “sk8r girl” than “lacy”.";;
;;;"Pretty Isn’t Pretty (Balletcore Coquette-ish)
Just because Rodrigo’s style includes heavy pop-punk influences doesn’t mean she hasn’t dabbled in softer, more femme-feeling fashion. If balletcore was the “it” look last year, this year you’ll be seeing more coquette vibes from concert-goers, the slightly more sophisticated alternative. Think more along the lines of pearl accessories and pink ribbons than wrap skirts — to achieve this look, focus on bows, lace, and leg warmers to complete your concert fit.";;
;;;"Teenage Dream (Sparkles Galore)
Pull cues from Rodrigo herself, since plenty of her best red carpet moments have featured sequins, and she’s continued to rock out with sparkly miniskirts as part of her tour wardrobe. Something like a sequin dress or top will totally make you feel like a total teenage dream on concert night (and it’ll make it easy to repurpose those glittery chrome pieces you got last year for the Eras or Renaissance tours). If you really want to go all out, you can even add some Nineties-style gems to your locks with this hair jeweler.";;
;;;"Vampire (Red, White, and Black)
If you want to really stand out from the crowd, take a inspiration from Rodrigo’s own wardrobe. It won’t make you a bloodsucker to copy her overall style, which tends to evoke a lot of nostalgia for 2010s fits — like her go-to Adidas Sambas and Converse sneakers, baby doll tees, or a pleated red mini skirt like the one she wore during her VMAs performance. Although it’s a bit of a departure from her Y2K aesthetic roots, it’s a nice way to keep the homage soft and minimal for your concert outfit.";"Vampire (Red, White, and Black)
If you want to really stand out from the crowd, take a inspiration from Rodrigo’s own wardrobe. It won’t make you a bloodsucker to copy her overall style, which tends to evoke a lot of nostalgia for 2010s fits — like her go-to Adidas Sambas and Converse sneakers, baby doll tees, or a pleated red mini skirt like the one she wore during her VMAs performance. Although it’s a bit of a departure from her Y2K aesthetic roots, it’s a nice way to keep the homage soft and minimal for your concert outfit.";
;;;"Get Him Back (Y2K Throwback)
Rodrigo’s sound is influenced by the early 2000’s, so it only makes sense to go full Y2K for the Guts Tour. Reach for bright statement pieces (like novelty necklaces or shades) in colors like cotton candy pink, bright blue, and lime green. Low-rise jeans and camis are also totally appropriate here, and for accessories, finish it all off with some quintessential butterfly clips for a real throwback.";;
Staylist;Mei 2025;Gingham dresses are having a moment, just ask Olivia Rodrigo and Daisy Edgar-Jones;With Wimbledon and Glastonbury as the backdrop and Olivia Rodrigo and Daisy Edgar-Jones leading the charge, the classic check is having a serious cool-girl reboot. Here’s why gingham is everywhere right now, and where to shop their exact vibe.  ;;https://www.stylist.co.uk/fashion/gingham-dress-summer-celebrity-trend/998875
;;;"If there’s one thing the great British summer does well (besides a good drizzle mid-BBQ), it’s dressing the part. And right now, there’s one piece that’s sweeping through the style set faster than you can say ‘Pimm’s o’clock’: the gingham dress.

At Wimbledon, Olivia Rodrigo served not just looks, but also a full-on checkmate moment in gingham. First in a powder-blue puff-sleeved dream, then in a red-and-white vintage Ralph Lauren mini that gave ‘picnic-chic’ a serious upgrade. Both looks struck that perfect balance of sweet and sharp, styled effortlessly with her signature cool attitude, oversized shades and Khaite’s east-west shoulder bag.

";;
;;;"
With Wimbledon and Glastonbury as the backdrop and Olivia Rodrigo and Daisy Edgar-Jones leading the charge, the classic check is having a serious cool-girl reboot. Here’s why gingham is everywhere right now, and where to shop their exact vibe.  

If there’s one thing the great British summer does well (besides a good drizzle mid-BBQ), it’s dressing the part. And right now, there’s one piece that’s sweeping through the style set faster than you can say ‘Pimm’s o’clock’: the gingham dress.

At Wimbledon, Olivia Rodrigo served not just looks, but also a full-on checkmate moment in gingham. First in a powder-blue puff-sleeved dream, then in a red-and-white vintage Ralph Lauren mini that gave ‘picnic-chic’ a serious upgrade. Both looks struck that perfect balance of sweet and sharp, styled effortlessly with her signature cool attitude, oversized shades and Khaite’s east-west shoulder bag.


BackgridCredit: Backgrid
Meanwhile, Daisy Edgar-Jones brought gingham to Glastonbury, reworking the classic print with a festival edge. Her black-and-white Reformation mini (now sold out, naturally) paired with thick socks and glossy Hunter wellies offered a look that was both cool and unfussy. After all, who said gingham had to be precious?

While gingham is hardly new, it’s a perennial summer staple, and this season it feels fresher, easier and more wearable than ever. 

The beauty of it lies in its sheer versatility. Throw on a mini dress with chunky sandals and an oversized denim jacket for a pub lunch or zhuzh it up with strappy heels and a basket bag for brunch.

So, if you’re after one dress that’ll see you from now through early autumn, make it this one. Ready to get the latest It girl look? Keep scrolling to shop the celebrity-approved gingham dresses of the season.";;
US Magazine;6 April 2024;See Olivia Rodrigo’s ‘Guts World Tour’ Outfits: Every Sparkling Crop Top, Bodysuit and Beyond;"Olivia Rodrigo knows how to take the stage in style.

The singer kicked off her tour in February 2024 in Palm Desert, California, at Acrisure Arena. Named after her second studio album, the Guts World Tour takes Rodrigo to Ireland, the U.K., Belgium, the Netherlands, Norway, Denmark, Germany, Italy, Switzerland, France, Spain and Portugal. She returns to the U.S. for the final two months of the tour in July 2024.";;https://www.usmagazine.com/stylish/pictures/olivia-rodrigos-guts-world-tour-outfits-see-all-of-her-looks/
;;;Rodrigo’s 22-song setlist includes tracks from Guts as well as her debut album, Sour. The former Disney Channel star turned her concert into a runway, dazzling in numerous looks including an all-black two-piece with a sequined bra top, high-waisted shorts and fishnet tights. She paired the outfits with black Doc Martens boots. To close the concert, Rodrigo rocked sequined shorts and a cropped white tank top that read “I’m Just a Girl,” no doubt channeling her inner Gwen Stefani.;;
;;;"Liv in the City
Rodrigo regularly changes the white tank top she pairs with a bright red bra and sparly black high-waisted bottoms. For her first sold-out show at New York City's Madison Square Garden, she referenced Sex and the City with her ""Carrie Bradshaw AF"" top";;
;;;"Music City Style
Rodrigo swapped out her silver triangle top from past performances for a shimmering spaghetti strap bandeau during a March show in Nashville. She paired the ‘90s-esque top with a matching skirt and fishnet stockings. Shining Bright
The singer sparkled in a glittery silver two-piece. The metallic triangle bra top was paired with a matching miniskirt and fishnet stockings.";;
;;;"Wrapped in Red
Rodrigo traded in her crop tops for a red bodysuit with a plunging neckline over Wolford tights. ";;
;;;"A Little Clear Dress
The ""Brutal"" singer wore a plastic disc dress over a black bra top and high-waisted black bottoms. She topped off the look with her fishnets.";;
;;;"Shedding a Layer
Rodrigo took off the plastic dress for a darker look but stuck with her Dr. Martens boots (in the Jadon Boot Smooth Leather Platforms style) all night long.";;
;;;"A Little '90s Nod
Though she didn't cover No Doubt's iconic ""I'm Just a Girl,"" she wore a white tank top with the song title in pink along with some bejeweled high-waisted bottoms for her encore.";;
Hitched;15 Juli 2024;Olivia Rodrigo and Louis Partridge Relationship Timeline: What Would Their Wedding Look Like?;Olivia Rodrigo and Louis Partridge are Hollywood’s cutest couple: but is marriage on the cards for the music sensation and Enola Holmes actor?;;https://www.hitched.co.uk/wedding-planning/news/olivia-rodrigo/
;;;"It's no secret that 21-year-old singer-songwriter Olivia Rodrigo is totally enamoured with her British actor beau Louis Partridge. Since rumours of a relationship between Louis Partridge and Olivia Rodrigo were first sparked in October 2023, all eyes have been on this loved-up young celebrity couple, and they are showing no signs of cooling off.

Could wedding bells be ringing any time soon? Let’s see! 

Although pop sensation Olivia Rodrigo may be notorious for her break-up songs, it seems that she is now much ‘happier’ with her new boyfriend. One thing’s for certain: there’s nothing ‘sour’ about this love story, and we can’t wait to see how their fairytale pans out.

It may be early days in their relationship, but we just couldn’t resist planning Olivia Rodrigo and Louis Partridge’s dream wedding. But first, let's delve deeper into their relationship timeline…";;
;;;"Olivia Rodrigo & Louis Partridge’s Complete Relationship Timeline
If, like us, you can’t get enough of this adorable duo, stay tuned as we answer all of your burning questions about their love story so far. 

Use the links below to find out all of the need-to-know details about Louis Partridge and Olivia Rodrigo’s blossoming relationship, and hear about our predictions of what their wedding would be like:

How Did Olivia Rodrigo & Louis Partridge Meet?";;
;;;"Although it seems like this loved up pair have been together forever now, the relationship rumours began just nine months ago, when they were first photographed with their arms wrapped around each other at a Halloween party during Olivia Rodrigo’s trip to London in October. 

Despite the photos being blurry, one thing was crystal clear: this duo were just destined to become Hollywood’s next ‘It’ couple. 

Their stint in London was the pair’s first public appearance together, however their story begins way before this. After parting ways with Pistol co-star Sydney Chandler, Louis Partridge was reportedly first introduced to Olivia Rodrigo through mutual friends back in early 2023.

Following their introduction, they had reportedly been “messaging quite a bit”, but hadn’t been seen together in public yet. It seems as though they managed to stay under the radar during the early days of their relationship -  until that momentous Halloween night.";;
;;;"Are Olivia Rodrigo & Louis Partridge Dating?
There has been no formal announcement as of yet, but we are taking their public displays of affection as evidence that Louis Partridge and Oliver Rodrigo are an item. 

On December 8th 2023, Partridge was seen in the crowd at Jingle Ball alongside Rodrigo’s best friends, recording her incredible performance, and reportedly having a whale of a time singing along to “all american b*tch”. That same weekend, after Rodrigo’s Saturday Night Live performance, Partridge was spotted celebrating alongside Rodrigo at an after party.

We love a supportive boyfriend, and Louis Partridge is the perfect example.

Shortly after on December 13th, Olivia Rodrigo and Louis Partridge were snapped in a passionate embrace at a gas station in New York City. 

Fans immediately jumped on Twitter to share their excitement about the couple’s first major public PDA display. Following their steamy make out sesh at the gas station, the couple reportedly went on a romantic getaway to The Catskills just a few days after, and were also spotted strolling around the streets of NYC holding hands. We can’t cope with these two! ";;
;;;"Fans were eagerly anticipating how Olivia Rodrigo and Louis Partridge would spend their first Valentine’s day together: and the couple certainly didn’t disappoint. They were photographed with their arms wrapped around each other at none other than Disneyland California.

Since their Disneyland trip, in between their busy schedules, Louis Partridge and OIivia Rodrigo have been spotted on several dinner dates, and Partridge has also been seen cheering Rodrigo on at several of her GUTS tour performances. The couple seem to be growing closer and closer as time goes on, and we just can’t wait to see what’s next for this gorgeous pair.";;
;;;"Who is Olivia Rodrigo? Olivia Isabel Rodrigo is a 21-year-old American singer-songwriter and actress, most known for her mesmerising soprano vocals and her emotional love songs that have earned her numerous accolades, including three Grammy awards, seven Billboard Music Awards and four MTV Video Music Awards. Pretty impressive, right? 

But Olivia Rodrigo is certainly no stranger to the spotlight. After showcasing an early affinity for music and spending her childhood writing songs and competing in local talent shows, Rodrigo rose to fame at the age of just 12, beginning her acting career as the leading lady in An American Girl: Grace Stirs Up Success.

Just two years later, she was cast as Paige Olvera in the Disney Channel’s originals series Bizaardvark. Continuing her journey with Disney, she also starred in the Disney+ series High School Musical: The Musical: The Series, taking on the role of musical theatre enthusiast Nini Salazar-Roberts. 

After writing and performing the promotional single 'All I Want' for the Disney+ series, the star clearly re-recognised her passion for music and decided to focus on her singing career, leaving after the end of the third series. Due to her incredible talent, unsurprisingly it didn’t take her long to secure a record deal, eventually leading to her releasing her debut single 'driver’s licence' just a year later.";;
;;;"Since her music career took off she has swiftly become a global sensation, touring around the world performing music from her iconic albums Sour and GUTS. Tickets for her London show sold out almost immediately, which just goes to show just how much her fans adore her.

As well as her incredibly catchy music and stunning singing voice, she is also admired by fans for openly discussing and spreading awareness about important topics such as Black Lives Matter and LGBTQ+ history. All we can say is, 'good for you', Olivia! 

Similarly to Taylor Swift, Olivia Rodrigo’s songs also contain easter eggs about her love life. For instance, before she fell head over heels for her current boyfriend Louis Partridge, she previously dated her High School Musical: The Musical co-star Joshua Bassett, who is said to be the catalyst who inspired her to write her hit song 'drivers licence'.

Although Olivia Rodrigo’s new album GUTS contains many songs about heartbreak, one song in particular, 'so american' offers a refreshingly positive outlook on love, which many fans are convinced is a love letter to her current British beau Louis Partridge.";;
